B0017002C.jpg,94210,405,0,507.87,524.01,686.51,696.95,0.499694258,0.500305772
B001D018C.jpg,118808,670,0,100.0,41.42,280.86,206.84,0.498079509,0.501920462
B001400EC.jpg,81934,834,0,506.95,423.43,712.21,611.32,0.497903019,0.502097011
B0026025C.jpg,155685,893,0,132.07,699.59,312.82,952.59,0.494220585,0.505779386
B000B025C.jpg,45093,926,0,627.32,792.89,861.57,1023.68,0.490619361,0.509380579
B000E01DC.jpg,57373,342,0,262.07,449.07,381.22,568.86,0.489847034,0.510152996
B0022024C.jpg,139300,145,0,672.37,692.27,801.76,833.14,0.48884365,0.51115638
B000402DC.jpg,16429,775,0,368.79,328.68,644.45,528.61,0.488469392,0.511530638
B0037017C.jpg,225303,585,0,788.73,180.81,1017.11,375.44,0.487318873,0.512681067
B0024021C.jpg,147489,735,0,838.59,661.14,952.38,771.64,0.48529768,0.51470232
B003A02EC.jpg,237614,740,0,599.55,33.98,717.35,158.64,0.484265625,0.515734434
B000C00CC.jpg,49164,388,0,807.47,131.48,943.96,269.97,0.483831286,0.516168714
B0022006C.jpg,139270,623,0,40.84,207.17,197.39,350.75,0.483692944,0.516306996
B002E033C.jpg,188467,582,0,713.53,549.31,1024.0,998.74,0.478572637,0.521427393
B002C00BC.jpg,180235,506,0,123.47,376.76,440.36,674.31,0.474649161,0.525350809
B001A00CC.jpg,106508,532,0,330.95,845.49,669.33,1004.56,0.466735512,0.533264458
B001C01FC.jpg,114719,26,0,0.0,659.13,421.2,988.23,0.367521286,0.632478714
B002F014C.jpg,192532,191,0,453.12,420.55,893.75,755.15,0.364774436,0.635225594
B0008023C.jpg,32803,224,0,83.28,384.29,608.41,799.13,0.288398713,0.711601317
B003202DC.jpg,204845,581,0,612.34,9.06,1024.0,330.2,0.226010293,0.773989677
