B000D029C.jpg,53289,57,0,535,474,751,636,0.82833785,0.0,2692.5,0.8214351151486087
B0010018C.jpg,65560,61,0,211,497,461,756,0.8269461,0.0,2372.5,0.8498786767337997
B000301DC.jpg,12317,89,0,319,819,513,1023,0.81055844,0.0,2013.5,0.8657777759244043
B0000022C.jpg,34,91,0,763,632,964,842,0.80996186,0.0,2444.5,0.8821232809906904
B001B02DC.jpg,110637,103,0,0,67,203,349,0.8037867,0.0,3726.0,0.8775012710042064
B0023036C.jpg,143414,134,0,0,845,166,1024,0.7937182,0.0,1937.0,0.8758155626207325
B000D010C.jpg,53264,142,0,610,795,799,992,0.7907444,0.0,2551.0,0.8693758157885915
B000B00FC.jpg,45071,151,0,288,336,465,514,0.7877077,0.0,2054.0,0.8892761491042636
B0013034C.jpg,77876,156,0,634,136,808,307,0.78545314,0.0,3197.5,0.8673296293188046
B0022032C.jpg,139314,159,0,285,623,453,786,0.7850406,0.0,1769.0,0.8749385946916365
B001B002C.jpg,110594,161,0,298,0,541,199,0.7849505,0.0,2462.5,0.8311541989465017
B001402BC.jpg,81963,178,0,150,191,347,387,0.7816505,0.0,2186.0,0.8681500492295395
B001D024C.jpg,118820,184,0,363,513,547,744,0.78011054,0.0,2080.0,0.859690177869574
B002602EC.jpg,155694,186,0,518,650,712,846,0.78005683,0.0,2576.5,0.869631993097025
B002C00FC.jpg,180239,187,0,299,187,462,340,0.7799582,0.0,2208.5,0.8794834125503668
B000802EC.jpg,32814,189,0,296,588,509,812,0.77965915,0.0,2714.0,0.8951134077277575
B001A006C.jpg,106502,197,0,163,512,347,649,0.777101,0.0,1748.5,0.8674383078570549
B002F01BC.jpg,192539,199,0,496,701,710,888,0.7758016,0.0,2566.5,0.8768728099690739
B000701BC.jpg,28699,209,0,392,399,570,597,0.77273375,0.0,1386.5,0.8461380551946686
B0015013C.jpg,86035,217,0,0,439,200,669,0.7694713,0.0,3282.5,0.8819297394234774
B002D014C.jpg,184340,219,0,379,591,533,736,0.7685619,0.0,1417.0,0.9011631722754899
B0005020C.jpg,20512,221,0,761,371,895,499,0.76843315,0.0,1952.5,0.8802596666702993
B000A015C.jpg,40981,229,0,342,591,567,817,0.76626545,0.0,2720.0,0.8117852679837381
B001F017C.jpg,126999,256,0,413,115,641,365,0.7595236,0.0,2701.0,0.8984357191538048
B002500BC.jpg,151563,271,0,746,724,892,876,0.75530577,0.0,1183.5,0.8710291273125746
B0023032C.jpg,143410,275,0,144,415,300,592,0.7541933,0.0,1793.0,0.873915067136517
B000302CC.jpg,12332,302,0,253,529,449,714,0.7480925,0.0,2322.5,0.8752168235892505
B001501CC.jpg,86044,303,0,738,529,918,761,0.7479598,0.0,2643.0,0.8975186633523357
B001A02AC.jpg,106538,304,0,0,55,150,236,0.7475915,0.0,2042.5,0.8817837511208508
B002C024C.jpg,180260,310,0,173,55,325,207,0.746118,0.0,1537.5,0.8549827618965855
B0017029C.jpg,94249,313,0,215,663,409,827,0.74523544,0.0,2682.5,0.8932055427128126
