B0031024C.jpg,200740,755,0,357.63,236.55,683.97,676.4,0.727511227,0.272488803
B001E003C.jpg,122883,417,0,18.08,58.01,240.11,468.29,0.719457686,0.280542374
B002F024C.jpg,192548,269,0,424.19,242.75,727.1,440.95,0.718371809,0.281628191
B002E01AC.jpg,188442,904,0,148.52,415.46,382.99,753.25,0.714272916,0.285727173
B001900FC.jpg,102415,438,0,350.51,577.73,530.68,913.66,0.703628957,0.296371073
B0025039C.jpg,151609,614,0,433.58,0.0,642.65,352.02,0.698338509,0.301661462
B0013011C.jpg,77841,370,0,539.25,516.58,762.81,836.98,0.696005821,0.303994179
B0026005C.jpg,155653,604,0,674.98,618.5,1016.85,1024.0,0.694913149,0.305086851
B0028022C.jpg,163874,602,0,648.34,9.66,827.41,529.2,0.689124823,0.310875207
B0013010C.jpg,77840,606,0,447.08,588.56,870.64,936.15,0.684850872,0.315149128
B0004019C.jpg,16409,600,0,440.59,44.28,736.98,346.02,0.677210271,0.322789669
B003101BC.jpg,200731,932,0,17.89,130.42,163.89,456.98,0.677158773,0.322841287
B001B007C.jpg,110599,690,0,0.0,160.74,289.57,1024.0,0.669056296,0.330943704
B001301AC.jpg,77850,451,0,116.38,113.47,745.82,432.51,0.66642189,0.333578169
B000F029C.jpg,61481,580,0,0.0,226.09,394.5,480.28,0.658733964,0.341266096
B0039014C.jpg,233492,524,0,0.0,243.21,300.48,594.27,0.658241928,0.341758102
B003B01DC.jpg,241693,170,0,821.82,413.67,1010.6,779.24,0.657358289,0.342641771
B001C028C.jpg,114728,575,0,763.34,218.3,1024.0,655.8,0.647723615,0.352276415
B000B024C.jpg,45092,409,0,7.02,620.67,514.24,1024.0,0.64120543,0.35879454
B0001027C.jpg,4135,843,0,0.0,622.19,493.99,1024.0,0.639054239,0.360945761
B001601EC.jpg,90142,223,0,452.91,378.53,762.64,616.83,0.635672569,0.364327431
B0028014C.jpg,163860,545,0,297.96,216.99,694.31,515.98,0.63291657,0.367083371
B001A026C.jpg,106534,375,0,570.62,582.84,747.68,930.94,0.632127345,0.367872685
B0031039C.jpg,200761,888,0,460.02,72.47,689.65,440.09,0.63141489,0.36858514
B0016024C.jpg,90148,717,0,256.48,210.13,751.56,506.52,0.628980756,0.371019274
B000F022C.jpg,61474,867,0,0.0,334.29,86.06,661.83,0.62884891,0.37115109
B0022026C.jpg,139302,27,0,330.3,76.92,696.44,489.11,0.627924681,0.372075289
B0005030C.jpg,20528,772,0,512.97,379.14,783.93,853.63,0.625828028,0.374171883
B0014035C.jpg,81973,612,0,0.0,692.93,539.12,1003.14,0.61511308,0.38488695
B0026020C.jpg,155680,652,0,0.09,376.53,367.06,830.95,0.614115,0.38588503
B002D017C.jpg,184343,489,0,119.64,209.53,425.93,337.05,0.610634089,0.389365971
B000C020C.jpg,49184,519,0,557.52,303.7,819.77,743.01,0.606617153,0.393382818
B002503AC.jpg,151610,653,0,391.46,551.25,929.92,946.29,0.598105788,0.401894242
B0006033C.jpg,24627,711,0,0.0,399.03,127.16,801.2,0.589666784,0.410333246
B001F00FC.jpg,126991,804,0,298.25,0.0,550.8,876.78,0.589386642,0.410613358
B0020003C.jpg,131075,10,0,667.65,122.19,1014.32,405.2,0.589022398,0.410977572
B0015024C.jpg,86052,488,0,289.47,25.24,550.87,371.08,0.585673988,0.414326012
B001A01FC.jpg,106527,90,0,561.19,312.69,781.8,861.5,0.581858277,0.418141663
B002701BC.jpg,159771,444,0,523.32,667.52,968.58,1017.81,0.579016209,0.420983791
B002E015C.jpg,188437,809,0,146.52,28.6,401.87,542.46,0.577055097,0.422944903
B003C023C.jpg,245795,753,0,18.69,398.56,180.39,764.5,0.5715487,0.42845127
B000E016C.jpg,57366,321,0,441.26,557.84,745.71,899.06,0.567877829,0.432122171
B0007016C.jpg,28694,880,0,551.89,18.27,888.69,320.52,0.56665504,0.43334502
B003802FC.jpg,229423,500,0,161.47,58.36,352.18,488.55,0.561924815,0.438075215
B000D020C.jpg,53280,493,0,711.85,815.68,1024.0,1024.0,0.561326921,0.43867299
B000B00EC.jpg,45070,50,0,456.17,11.33,745.2,364.89,0.551493347,0.448506653
B0004021C.jpg,16417,476,0,432.11,43.39,738.24,658.75,0.546815336,0.453184664
B0025031C.jpg,151601,314,0,280.05,399.65,608.69,918.71,0.546726048,0.453273952
B002502CC.jpg,151596,33,0,14.64,82.14,374.46,610.09,0.545638621,0.45436132
B002B038C.jpg,176184,514,0,629.89,201.17,991.05,820.39,0.541380644,0.458619326
B0017025C.jpg,94245,453,0,719.73,79.66,944.54,490.83,0.541286767,0.458713263
B0015011C.jpg,86033,19,0,188.03,52.86,496.05,357.33,0.530250788,0.469749212
B001A024C.jpg,106532,450,0,10.19,599.67,210.84,1024.0,0.527935684,0.472064346
B001B01BC.jpg,110619,687,0,588.48,644.4,944.89,983.59,0.508732617,0.491267323
